repeated_times,Accuracy,Precision,Recall,F1,AUC
10,0.8774834437086092,0.7883944916070343,0.5200888439046334,0.5049281173114037,0.5200888439046334
repeated_times,Accuracy,Precision,Recall,F1,AUC
10,0.8781456953642384,0.7722371356644879,0.5237502112526654,0.5119848484256624,0.5237502112526654
